Serial,Latitude,Longitude,Postcode,Socket Name,Status
487,51.610680,-0.424619,HA6 2XW,Socket 1,0
487,51.610680,-0.424619,HA6 2XW,Socket 2,0
268,52.042645,-0.749901,MK9 3JT,Socket 1,0
268,52.042645,-0.749901,MK9 3JT,Socket 2,0
437,52.073700,-1.023320,NN12 8GX,Socket 1,0
437,52.073700,-1.023320,NN12 8GX,Socket 2,0
288,51.467293,0.080035,DA16 3RP,Socket 1,2
288,51.467293,0.080035,DA16 3RP,Socket 2,2
274,52.042831,-0.760908,MK9 2AD,Socket 1,0
274,52.042831,-0.760908,MK9 2AD,Socket 2,0
267,52.042854,-0.760851,MK9 2AD,Socket 1,0
267,52.042854,-0.760851,MK9 2AD,Socket 2,0
276,52.039642,-0.756875,MK9 3DH,Socket 1,0
276,52.039642,-0.756875,MK9 3DH,Socket 2,0
263,52.042797,-0.759231,MK9 2AD,Socket 1,1
263,52.042797,-0.759231,MK9 2AD,Socket 2,1
359,52.042614,-0.749961,MK9 3JT,Socket 1,0
359,52.042614,-0.749961,MK9 3JT,Socket 2,0
336,52.042648,-0.749860,MK9 3JT,Socket 1,0
336,52.042648,-0.749860,MK9 3JT,Socket 2,0
1297,52.042831,-0.759155,MK9 2AD,Socket 1,1
1297,52.042831,-0.759155,MK9 2AD,Socket 2,1
1432,51.517899,-0.145613,W1G 9HF,Socket 1,0
1432,51.517899,-0.145613,W1G 9HF,Socket 2,0
1410,51.517899,-0.145623,W1G 9HF,Socket 1,1
1410,51.517899,-0.145623,W1G 9HF,Socket 2,0
1407,51.517899,-0.145633,W1G 9HF,Socket 1,0
1407,51.517899,-0.145633,W1G 9HF,Socket 2,1
1395,51.517899,-0.145643,W1G 9HF,Socket 1,1
1395,51.517899,-0.145643,W1G 9HF,Socket 2,1
1375,51.517899,-0.145653,W1G 9HF,Socket 1,0
1375,51.517899,-0.145653,W1G 9HF,Socket 2,0
1360,51.517899,-0.145663,W1G 9HF,Socket 1,0
1360,51.517899,-0.145663,W1G 9HF,Socket 2,1
1355,51.517899,-0.145673,W1G 9HF,Socket 1,0
1355,51.517899,-0.145673,W1G 9HF,Socket 2,0
1294,51.517899,-0.145683,W1G 9HF,Socket 1,0
1294,51.517899,-0.145683,W1G 9HF,Socket 2,0
1285,51.517899,-0.145693,W1G 9HF,Socket 1,1
1285,51.517899,-0.145693,W1G 9HF,Socket 2,1
1283,51.517899,-0.145703,W1G 9HF,Socket 1,0
1283,51.517899,-0.145703,W1G 9HF,Socket 2,0
1273,51.517899,-0.145713,W1G 9HF,Socket 1,1
1273,51.517899,-0.145713,W1G 9HF,Socket 2,0
1186,51.517899,-0.145723,W1G 9HF,Socket 1,1
1186,51.517899,-0.145723,W1G 9HF,Socket 2,0
1364,51.509300,-0.156662,W1K 7TY,Socket 1,1
1364,51.509300,-0.156662,W1K 7TY,Socket 2,0
1286,51.509300,-0.156662,W1K 7TY,Socket 1,0
1286,51.509300,-0.156662,W1K 7TY,Socket 2,0
1276,51.509300,-0.156662,W1K 7TY,Socket 1,0
1276,51.509300,-0.156662,W1K 7TY,Socket 2,0
1389,51.509300,-0.156662,W1K 7TY,Socket 1,0
1389,51.509300,-0.156662,W1K 7TY,Socket 2,0
1400,51.509300,-0.156662,W1K 7TY,Socket 1,0
1400,51.509300,-0.156662,W1K 7TY,Socket 2,0
1290,51.509300,-0.156662,W1K 7TY,Socket 1,0
1290,51.509300,-0.156662,W1K 7TY,Socket 2,0
1397,51.509300,-0.156662,W1K 7TY,Socket 1,0
1397,51.509300,-0.156662,W1K 7TY,Socket 2,1
1409,51.509300,-0.156662,W1K 7TY,Socket 1,0
1409,51.509300,-0.156662,W1K 7TY,Socket 2,0
1363,51.509300,-0.156662,W1K 7TY,Socket 1,0
1363,51.509300,-0.156662,W1K 7TY,Socket 2,0
1671,51.702900,-0.614182,HP5 1LF,Socket 1,2
1671,51.702900,-0.614182,HP5 1LF,Socket 2,2
1368,51.507099,-0.130117,SW1A 2TS,Socket 1,0
1368,51.507099,-0.130117,SW1A 2TS,Socket 2,1
1356,51.507099,-0.130118,SW1A 2TS,Socket 1,0
1356,51.507099,-0.130118,SW1A 2TS,Socket 2,0
1396,51.507099,-0.130060,SW1A 2TS,Socket 1,2
1396,51.507099,-0.130060,SW1A 2TS,Socket 2,1
1373,51.507099,-0.130086,SW1A 2TS,Socket 1,0
1373,51.507099,-0.130086,SW1A 2TS,Socket 2,0
758,51.514145,-0.137053,W1F 7NQ,Socket 1,2
758,51.514145,-0.137053,W1F 7NQ,Socket 2,2
1235,51.514153,-0.137007,W1F 7NQ,Socket 1,1
1235,51.514153,-0.137007,W1F 7NQ,Socket 2,0
1357,51.534199,-0.173000,NW8 6AA,Socket 1,0
1357,51.534199,-0.173000,NW8 6AA,Socket 2,1
784,51.534100,-0.173083,NW8 6AA,Socket 1,0
784,51.534100,-0.173083,NW8 6AA,Socket 2,1
1537,51.500301,-0.156700,SW1X 8EA,Socket 1,0
1537,51.500301,-0.156700,SW1X 8EA,Socket 2,0
1406,51.497700,-0.126441,SW1P 3RX,Socket 1,0
1406,51.497700,-0.126441,SW1P 3RX,Socket 2,0
171,51.497700,-0.126442,SW1P 3RX,Socket 1,0
171,51.497700,-0.126442,SW1P 3RX,Socket 2,0
1336,51.497700,-0.126443,SW1P 3RX,Socket 1,0
1336,51.497700,-0.126443,SW1P 3RX,Socket 2,0
580,51.455723,-0.195525,SW18 4BZ,Socket 1,2
580,51.455723,-0.195525,SW18 4BZ,Socket 2,0
540,51.502029,-0.087261,SE1 3RU,Socket 1,1
540,51.502029,-0.087261,SE1 3RU,Socket 2,1
212,51.501995,-0.087274,SE1 3RU,Socket 1,0
212,51.501995,-0.087274,SE1 3RU,Socket 2,0
477,51.506401,-0.585820,SL1 1QE,Socket 1,0
477,51.506401,-0.585820,SL1 1QE,Socket 2,0
438,51.507801,-0.595300,SL1 1XS,Socket 1,0
438,51.507801,-0.595300,SL1 1XS,Socket 2,1
378,51.748161,-1.235562,OX4 1EE,Socket 1,0
378,51.748161,-1.235562,OX4 1EE,Socket 2,0
330,51.408001,-0.304650,KT1 2BA,Socket 1,0
330,51.408001,-0.304650,KT1 2BA,Socket 2,0
110,51.101849,-2.184950,BA12 6AQ,Socket 1,0
110,51.101849,-2.184950,BA12 6AQ,Socket 2,0
164,51.516201,-0.157996,W1H 7BG,Socket 1,0
164,51.516201,-0.157996,W1H 7BG,Socket 2,1
178,51.511002,-0.146166,W1K 3QQ,Socket 1,1
178,51.511002,-0.146166,W1K 3QQ,Socket 2,1
181,51.516102,-0.157942,W1H 7BG,Socket 1,2
181,51.516102,-0.157942,W1H 7BG,Socket 2,2
183,51.794102,-1.284160,OX2 8JD,Socket 1,0
183,51.794102,-1.284160,OX2 8JD,Socket 2,0
193,51.506821,-0.416031,UB3 3NB,Socket 1,0
193,51.506821,-0.416031,UB3 3NB,Socket 2,2
206,51.462399,-0.302488,TW9 1DN,Socket 1,2
206,51.462399,-0.302488,TW9 1DN,Socket 2,2
284,51.407600,-0.304260,KT1 2BA,Socket 1,1
284,51.407600,-0.304260,KT1 2BA,Socket 2,1
287,51.492199,-0.150014,SW1W 9QL,Socket 1,2
287,51.492199,-0.150014,SW1W 9QL,Socket 2,2
292,51.492298,-0.150220,SW1W 9QL,Socket 1,1
292,51.492298,-0.150220,SW1W 9QL,Socket 2,0
302,51.593929,-0.262256,NW9 0AS,Socket 1,0
302,51.593929,-0.262256,NW9 0AS,Socket 2,0
312,51.482815,-0.454033,UB7 0DU,Socket 1,0
312,51.482815,-0.454033,UB7 0DU,Socket 2,0
313,51.754662,-1.289122,OX2 0HP,Socket 1,0
313,51.754662,-1.289122,OX2 0HP,Socket 2,0
314,51.495201,-0.015738,E14 9GL,Socket 1,0
314,51.495201,-0.015738,E14 9GL,Socket 2,1
1515,51.513966,-0.472023,UB7 8EY,Socket 1,0
1515,51.513966,-0.472023,UB7 8EY,Socket 2,0
863,53.427559,-1.486815,S5 8NH,Socket 1,0
863,53.427559,-1.486815,S5 8NH,Socket 2,0
816,55.913921,-4.216193,G64 2PT,Socket 1,0
816,55.913921,-4.216193,G64 2PT,Socket 2,0
800,53.389599,-3.029140,CH41 6EB,Socket 1,0
800,53.389599,-3.029140,CH41 6EB,Socket 2,0
744,53.389400,-3.029090,CH41 6EB,Socket 1,0
744,53.389400,-3.029090,CH41 6EB,Socket 2,0
741,53.074200,-0.812121,NG24 1XG,Socket 1,0
741,53.074200,-0.812121,NG24 1XG,Socket 2,0
1584,53.468899,-2.345970,M41 7ZA,Socket 1,0
1584,53.468899,-2.345970,M41 7ZA,Socket 2,1
1596,53.468498,-2.345870,M41 7ZA,Socket 1,0
1596,53.468498,-2.345870,M41 7ZA,Socket 2,1
646,51.524200,-3.242475,CF14 7EW,Socket 1,2
646,51.524200,-3.242475,CF14 7EW,Socket 2,2
551,52.193401,-2.217580,WR1 2DA,Socket 1,0
551,52.193401,-2.217580,WR1 2DA,Socket 2,1
530,52.567863,-2.036223,WS10 8UZ,Socket 1,0
530,52.567863,-2.036223,WS10 8UZ,Socket 2,0
492,54.340916,-7.634006,BT74 6JF,Socket 1,0
492,54.340916,-7.634006,BT74 6JF,Socket 2,0
300,51.564899,-0.275820,HA9 9EX,Socket 1,0
300,51.564899,-0.275820,HA9 9EX,Socket 2,0
295,51.411152,-0.289593,KT2 6QL,Socket 1,0
295,51.411152,-0.289593,KT2 6QL,Socket 2,1
279,57.805901,-4.048250,IV19 1NZ,Socket 1,0
279,57.805901,-4.048250,IV19 1NZ,Socket 2,0
1914,51.457199,0.141905,DA6 7BN,Socket 1,0
1914,51.457199,0.141905,DA6 7BN,Socket 2,0
1909,51.457401,0.142189,DA6 7BN,Socket 1,1
1909,51.457401,0.142189,DA6 7BN,Socket 2,1
1908,51.760616,-3.791097,SA9 2DE,Socket 1,0
1908,51.760616,-3.791097,SA9 2DE,Socket 2,0
1907,50.818039,-0.458723,BN12 6PN,Socket 1,0
1907,50.818039,-0.458723,BN12 6PN,Socket 2,0
1905,53.416069,-1.057781,DN11 8AB,Socket 1,0
1905,53.416069,-1.057781,DN11 8AB,Socket 2,0
1897,54.657799,-1.673088,DL14 7LB,Socket 1,0
1897,54.657799,-1.673088,DL14 7LB,Socket 2,0
1885,50.792065,-1.129849,PO12 1SH,Socket 1,0
1885,50.792065,-1.129849,PO12 1SH,Socket 2,2
1875,56.642200,-2.888740,DD8 2AE,Socket 1,2
1875,56.642200,-2.888740,DD8 2AE,Socket 2,0
165,52.569401,-0.244617,PE1 1ET,Socket 1,1
165,52.569401,-0.244617,PE1 1ET,Socket 2,1
1627,52.530499,-2.029010,DY4 7HW,Socket 1,0
1627,52.530499,-2.029010,DY4 7HW,Socket 2,1
1616,56.406055,-3.444006,PH1 5AP,Socket 1,0
1616,56.406055,-3.444006,PH1 5AP,Socket 2,0
1613,51.407887,-0.168518,CR4 3EB,Socket 1,2
1613,51.407887,-0.168518,CR4 3EB,Socket 2,1
1603,52.530319,-2.028823,DY4 7HW,Socket 1,1
1603,52.530319,-2.028823,DY4 7HW,Socket 2,0
1602,55.615101,-2.802100,TD1 2AG,Socket 1,0
1602,55.615101,-2.802100,TD1 2AG,Socket 2,0
1601,53.792561,-1.789223,BD7 2QX,Socket 1,0
1601,53.792561,-1.789223,BD7 2QX,Socket 2,0
1598,51.795300,-3.178750,NP23 4SL,Socket 1,0
1598,51.795300,-3.178750,NP23 4SL,Socket 2,0
1595,55.786888,-3.990322,ML1 1YR,Socket 1,0
1595,55.786888,-3.990322,ML1 1YR,Socket 2,0
1587,53.480701,-2.604640,WA3 3SP,Socket 1,0
1587,53.480701,-2.604640,WA3 3SP,Socket 2,0
1591,56.405994,-3.444124,PH1 5AP,Socket 1,0
1591,56.405994,-3.444124,PH1 5AP,Socket 2,0
1589,50.818096,-0.458731,BN12 6PN,Socket 1,2
1589,50.818096,-0.458731,BN12 6PN,Socket 2,2
1588,55.786812,-3.990180,ML1 1YR,Socket 1,0
1588,55.786812,-3.990180,ML1 1YR,Socket 2,0
1586,52.569401,-0.244617,PE1 1ET,Socket 1,0
1586,52.569401,-0.244617,PE1 1ET,Socket 2,1
1581,52.592781,-2.128997,WV1 4DE,Socket 1,0
1581,52.592781,-2.128997,WV1 4DE,Socket 2,1
1579,51.767097,-3.341540,CF48 2YF,Socket 1,0
1579,51.767097,-3.341540,CF48 2YF,Socket 2,0
1573,51.794998,-3.178580,NP23 4SL,Socket 1,0
1573,51.794998,-3.178580,NP23 4SL,Socket 2,0
1572,53.792614,-1.789202,BD7 2QX,Socket 1,0
1572,53.792614,-1.789202,BD7 2QX,Socket 2,0
1566,53.515678,-1.102712,DN4 5NW,Socket 1,0
1566,53.515678,-1.102712,DN4 5NW,Socket 2,1
1560,55.886021,-3.690350,EH48 3LP,Socket 1,0
1560,55.886021,-3.690350,EH48 3LP,Socket 2,0
1552,50.334663,-4.773907,PL25 4PR,Socket 1,0
1552,50.334663,-4.773907,PL25 4PR,Socket 2,0
1550,51.309200,-0.221540,KT20 5NZ,Socket 1,1
1550,51.309200,-0.221540,KT20 5NZ,Socket 2,1
1549,50.334702,-4.773926,PL25 4PR,Socket 1,2
1549,50.334702,-4.773926,PL25 4PR,Socket 2,2
1547,51.308800,-0.222553,KT20 5NZ,Socket 1,2
1547,51.308800,-0.222553,KT20 5NZ,Socket 2,1
1543,53.408920,-2.629432,WA5 8UG,Socket 1,0
1543,53.408920,-2.629432,WA5 8UG,Socket 2,1
1541,53.408882,-2.629443,WA5 8UG,Socket 1,0
1541,53.408882,-2.629443,WA5 8UG,Socket 2,0
1528,50.792053,-1.129949,PO12 1SH,Socket 1,0
1528,50.792053,-1.129949,PO12 1SH,Socket 2,0
1526,55.913857,-4.216296,G64 2PT,Socket 1,0
1526,55.913857,-4.216296,G64 2PT,Socket 2,0
1521,50.863167,0.257884,BN27 1DP,Socket 1,2
1521,50.863167,0.257884,BN27 1DP,Socket 2,2
1514,52.592701,-2.128750,WV1 4DE,Socket 1,0
1514,52.592701,-2.128750,WV1 4DE,Socket 2,0
135,53.074120,-0.812129,NG24 1XG,Socket 1,0
135,53.074120,-0.812129,NG24 1XG,Socket 2,1
1338,52.704624,-2.742141,SY3 7ET,Socket 1,0
1338,52.704624,-2.742141,SY3 7ET,Socket 2,0
1316,51.766998,-3.341440,CF48 2YF,Socket 1,0
1316,51.766998,-3.341440,CF48 2YF,Socket 2,0
1315,54.660198,-5.668550,BT20 4SD,Socket 1,0
1315,54.660198,-5.668550,BT20 4SD,Socket 2,0
1304,56.642799,-2.888670,DD8 2AE,Socket 1,2
1304,56.642799,-2.888670,DD8 2AE,Socket 2,0
1301,53.424374,-3.049572,CH45 4NZ,Socket 1,0
1301,53.424374,-3.049572,CH45 4NZ,Socket 2,0
1237,54.881317,-1.374252,SR2 9TT,Socket 1,0
1237,54.881317,-1.374252,SR2 9TT,Socket 2,0
1181,55.614983,-2.802469,TD1 2AG,Socket 1,0
1181,55.614983,-2.802469,TD1 2AG,Socket 2,1
933,51.464684,-2.621759,BS8 3HA,Socket 1,2
933,51.464684,-2.621759,BS8 3HA,Socket 2,2
1825,51.454514,-0.337819,TW1 1ER,Socket 1,0
1825,51.454514,-0.337819,TW1 1ER,Socket 2,0
1815,51.291302,0.469623,ME20 7UB,Socket 1,0
1815,51.291302,0.469623,ME20 7UB,Socket 2,0
1814,52.574402,-0.221408,PE1 5AU,Socket 1,0
1814,52.574402,-0.221408,PE1 5AU,Socket 2,0
1750,52.985802,-2.173570,ST4 4DD,Socket 1,1
1750,52.985802,-2.173570,ST4 4DD,Socket 2,0
1836,51.712799,-0.332851,AL2 2JZ,Socket 1,2
1836,51.712799,-0.332851,AL2 2JZ,Socket 2,2
1712,50.886166,-1.040303,PO7 7XW,Socket 1,0
1712,50.886166,-1.040303,PO7 7XW,Socket 2,0
1708,55.941441,-3.408043,EH28 8TG,Socket 1,0
1708,55.941441,-3.408043,EH28 8TG,Socket 2,1
1679,51.361198,-0.118238,CR0 4RF,Socket 1,0
1679,51.361198,-0.118238,CR0 4RF,Socket 2,0
1666,51.416100,0.123027,DA14 5HS,Socket 1,0
1666,51.416100,0.123027,DA14 5HS,Socket 2,0
1655,50.913700,-1.450690,SO15 0LD,Socket 1,0
1655,50.913700,-1.450690,SO15 0LD,Socket 2,0
1636,52.014301,-0.744530,MK6 4AG,Socket 1,0
1636,52.014301,-0.744530,MK6 4AG,Socket 2,1
106,52.200500,0.130315,CB1 1ND,Socket 1,1
106,52.200500,0.130315,CB1 1ND,Socket 2,0
932,51.402500,0.017469,BR1 1TR,Socket 1,0
932,51.402500,0.017469,BR1 1TR,Socket 2,0
915,51.157799,0.865377,TN24 8UX,Socket 1,0
915,51.157799,0.865377,TN24 8UX,Socket 2,0
853,51.459702,-2.588310,BS1 3LJ,Socket 1,0
853,51.459702,-2.588310,BS1 3LJ,Socket 2,0
886,50.740700,-1.879050,BH9 2AD,Socket 1,0
886,50.740700,-1.879050,BH9 2AD,Socket 2,1
883,50.740700,-1.878990,BH9 2AD,Socket 1,0
883,50.740700,-1.878990,BH9 2AD,Socket 2,0
879,51.450340,-2.596704,BS1 4QF,Socket 1,0
879,51.450340,-2.596704,BS1 4QF,Socket 2,1
167,51.450340,-2.596704,BS1 4QF,Socket 1,0
167,51.450340,-2.596704,BS1 4QF,Socket 2,0
876,50.728699,-1.939930,BH14 0AP,Socket 1,0
876,50.728699,-1.939930,BH14 0AP,Socket 2,0
846,51.456799,-2.585160,BS1 3AF,Socket 1,0
846,51.456799,-2.585160,BS1 3AF,Socket 2,0
878,51.456799,-2.585280,BS1 3AF,Socket 1,0
878,51.456799,-2.585280,BS1 3AF,Socket 2,0
869,50.728699,-1.939840,BH14 0AP,Socket 1,0
869,50.728699,-1.939840,BH14 0AP,Socket 2,0
870,50.905102,-1.406610,SO14 7EG,Socket 1,0
870,50.905102,-1.406610,SO14 7EG,Socket 2,1
864,50.800999,-1.087610,PO1 1RS,Socket 1,0
864,50.800999,-1.087610,PO1 1RS,Socket 2,0
859,51.458401,-2.591160,BS1 3BB,Socket 1,0
859,51.458401,-2.591160,BS1 3BB,Socket 2,0
778,51.456799,-2.593660,BS1 2PY,Socket 1,0
778,51.456799,-2.593660,BS1 2PY,Socket 2,0
742,51.456799,-2.593810,BS1 2PY,Socket 1,0
742,51.456799,-2.593810,BS1 2PY,Socket 2,1
676,51.458401,-2.591220,BS1 3BB,Socket 1,0
676,51.458401,-2.591220,BS1 3BB,Socket 2,1
618,50.821999,-0.147437,BN1 2DX,Socket 1,0
618,50.821999,-0.147437,BN1 2DX,Socket 2,1
601,50.766541,0.289595,BN21 3BZ,Socket 1,0
601,50.766541,0.289595,BN21 3BZ,Socket 2,1
559,50.832298,-0.783929,PO19 1RD,Socket 1,0
559,50.832298,-0.783929,PO19 1RD,Socket 2,0
500,51.411537,-0.027452,BR3 1SD,Socket 1,0
500,51.411537,-0.027452,BR3 1SD,Socket 2,0
339,53.957157,-1.070466,YO31 7UL,Socket 1,0
339,53.957157,-1.070466,YO31 7UL,Socket 2,0
271,50.800900,-1.087500,PO1 1RS,Socket 1,0
271,50.800900,-1.087500,PO1 1RS,Socket 2,0
1903,51.283600,-1.057480,RG24 8FY,Socket 1,2
1903,51.283600,-1.057480,RG24 8FY,Socket 2,2
1900,51.573200,-0.415037,HA4 8NX,Socket 1,0
1900,51.573200,-0.415037,HA4 8NX,Socket 2,0
1896,51.612202,-0.427848,HA6 2XP,Socket 1,0
1896,51.612202,-0.427848,HA6 2XP,Socket 2,0
1886,51.342999,0.508269,ME5 9AX,Socket 1,0
1886,51.342999,0.508269,ME5 9AX,Socket 2,0
1881,50.772800,0.267711,BN21 1HR,Socket 1,2
1881,50.772800,0.267711,BN21 1HR,Socket 2,2
1877,50.772499,0.268657,BN21 1HR,Socket 1,0
1877,50.772499,0.268657,BN21 1HR,Socket 2,0
1870,51.513172,-0.322521,W13 0NL,Socket 1,2
1870,51.513172,-0.322521,W13 0NL,Socket 2,2
1867,51.418900,-0.407493,TW16 5AQ,Socket 1,0
1867,51.418900,-0.407493,TW16 5AQ,Socket 2,0
1865,51.418598,-0.409144,TW16 5AQ,Socket 1,0
1865,51.418598,-0.409144,TW16 5AQ,Socket 2,0
1864,52.034340,1.203361,IP3 9SQ,Socket 1,0
1864,52.034340,1.203361,IP3 9SQ,Socket 2,0
1862,52.034340,1.203340,IP3 9SQ,Socket 1,0
1862,52.034340,1.203340,IP3 9SQ,Socket 2,0
1861,51.313202,-0.253259,KT18 5LQ,Socket 1,0
1861,51.313202,-0.253259,KT18 5LQ,Socket 2,0
1860,51.373699,-0.362843,KT10 9AJ,Socket 1,0
1860,51.373699,-0.362843,KT10 9AJ,Socket 2,0
1856,51.312599,-0.253420,KT18 5LQ,Socket 1,0
1856,51.312599,-0.253420,KT18 5LQ,Socket 2,0
1855,51.605442,-0.338983,HA3 6HL,Socket 1,0
1855,51.605442,-0.338983,HA3 6HL,Socket 2,0
1852,51.631302,-0.175571,N20 9HX,Socket 1,0
1852,51.631302,-0.175571,N20 9HX,Socket 2,0
1833,51.415600,-0.373640,TW12 2HQ,Socket 1,0
1833,51.415600,-0.373640,TW12 2HQ,Socket 2,0
1776,51.595516,0.022789,E18 2NA,Socket 1,0
1776,51.595516,0.022789,E18 2NA,Socket 2,0
1648,51.595474,0.022840,E18 2NA,Socket 1,0
1648,51.595474,0.022840,E18 2NA,Socket 2,0
1769,51.367889,-0.366621,KT10 9QE,Socket 1,0
1769,51.367889,-0.366621,KT10 9QE,Socket 2,0
169,51.483101,-3.175770,CF10 3AD,Socket 1,0
169,51.483101,-3.175770,CF10 3AD,Socket 2,1
1658,51.461899,-0.012621,SE13 7HB,Socket 1,0
1658,51.461899,-0.012621,SE13 7HB,Socket 2,0
1647,51.461800,-0.012663,SE13 7HB,Socket 1,2
1647,51.461800,-0.012663,SE13 7HB,Socket 2,2
1641,51.567699,-0.352147,HA2 0EG,Socket 1,0
1641,51.567699,-0.352147,HA2 0EG,Socket 2,0
1353,51.567600,-0.351734,HA2 0EG,Socket 1,1
1353,51.567600,-0.351734,HA2 0EG,Socket 2,1
1634,51.557098,0.072063,IG1 1BA,Socket 1,0
1634,51.557098,0.072063,IG1 1BA,Socket 2,0
1623,50.420479,-4.233292,PL12 6LD,Socket 1,0
1623,50.420479,-4.233292,PL12 6LD,Socket 2,1
1569,50.420387,-4.233292,PL12 6LD,Socket 1,0
1569,50.420387,-4.233292,PL12 6LD,Socket 2,2
1620,51.411301,-0.026846,BR3 1SD,Socket 1,1
1620,51.411301,-0.026846,BR3 1SD,Socket 2,0
1554,51.607700,-0.210469,NW7 1GU,Socket 1,2
1554,51.607700,-0.210469,NW7 1GU,Socket 2,2
1434,51.607700,-0.210181,NW7 1GU,Socket 1,0
1434,51.607700,-0.210181,NW7 1GU,Socket 2,0
1518,51.727345,-1.059802,OX9 2JW,Socket 1,0
1518,51.727345,-1.059802,OX9 2JW,Socket 2,0
1510,51.672100,-1.279690,OX14 3HL,Socket 1,0
1510,51.672100,-1.279690,OX14 3HL,Socket 2,0
697,51.447075,0.219451,DA1 1DR,Socket 1,0
697,51.447075,0.219451,DA1 1DR,Socket 2,0
2073,52.244240,0.708862,IP33 3DH,Socket 1,1
2073,52.244240,0.708862,IP33 3DH,Socket 2,1
2065,51.893101,0.918520,CO4 3BE,Socket 1,1
2065,51.893101,0.918520,CO4 3BE,Socket 2,1
2062,51.893108,0.918816,CO4 3BE,Socket 1,1
2062,51.893108,0.918816,CO4 3BE,Socket 2,0
1964,51.950100,-0.282602,SG5 2UG,Socket 1,0
1964,51.950100,-0.282602,SG5 2UG,Socket 2,0
1520,51.611710,-0.180412,N12 8NR,Socket 1,0
1520,51.611710,-0.180412,N12 8NR,Socket 2,0
1258,51.394501,-0.303854,KT6 4RF,Socket 1,2
1258,51.394501,-0.303854,KT6 4RF,Socket 2,2
1224,51.368099,-0.305964,KT9 1EJ,Socket 1,0
1224,51.368099,-0.305964,KT9 1EJ,Socket 2,0
858,52.710930,-0.600826,LE15 7SN,Socket 1,2
858,52.710930,-0.600826,LE15 7SN,Socket 2,2
1918,51.531200,0.148090,RM9 6YS,Socket 1,0
1918,51.531200,0.148090,RM9 6YS,Socket 2,0
1911,51.531399,0.148063,RM9 6YS,Socket 1,0
1911,51.531399,0.148063,RM9 6YS,Socket 2,0
1361,51.380360,-0.182926,SM5 1AA,Socket 1,1
1361,51.380360,-0.182926,SM5 1AA,Socket 2,1
1289,52.208302,-1.729240,CV37 9QY,Socket 1,0
1289,52.208302,-1.729240,CV37 9QY,Socket 2,0
1231,52.208435,-1.729073,CV37 9QY,Socket 1,0
1231,52.208435,-1.729073,CV37 9QY,Socket 2,0
635,52.044552,-0.755128,MK9 3AQ,Socket 1,0
635,52.044552,-0.755128,MK9 3AQ,Socket 2,1
1043,53.553421,-2.673497,WN5 0LD,Socket 1,0
1043,53.553421,-2.673497,WN5 0LD,Socket 2,0
993,52.588661,-0.722335,LE15 9PY,Socket 1,0
993,52.588661,-0.722335,LE15 9PY,Socket 2,0
927,52.234501,0.139795,CB4 0WG,Socket 1,2
927,52.234501,0.139795,CB4 0WG,Socket 2,2
776,51.873302,-0.404650,LU1 3YT,Socket 1,0
776,51.873302,-0.404650,LU1 3YT,Socket 2,0
702,51.880466,-0.419510,LU1 2PL,Socket 1,0
702,51.880466,-0.419510,LU1 2PL,Socket 2,0
669,51.873901,-0.391388,LU1 0TY,Socket 1,0
669,51.873901,-0.391388,LU1 0TY,Socket 2,0
579,51.646725,-0.384148,WD19 4BL,Socket 1,2
579,51.646725,-0.384148,WD19 4BL,Socket 2,2
566,52.669533,1.271481,NR6 6JT,Socket 1,2
566,52.669533,1.271481,NR6 6JT,Socket 2,2
563,51.879700,-0.419814,LU1 2RD,Socket 1,0
563,51.879700,-0.419814,LU1 2RD,Socket 2,1
552,51.876984,-0.408969,LU1 3HZ,Socket 1,1
552,51.876984,-0.408969,LU1 3HZ,Socket 2,1
470,51.772202,-0.444497,HP2 7ES,Socket 1,0
470,51.772202,-0.444497,HP2 7ES,Socket 2,0
1638,51.816799,-0.353987,AL5 4HX,Socket 1,0
1638,51.816799,-0.353987,AL5 4HX,Socket 2,1
1629,51.677914,-0.397163,WD24 6PX,Socket 1,2
1629,51.677914,-0.397163,WD24 6PX,Socket 2,2
1628,51.794498,-0.659620,HP23 5SH,Socket 1,0
1628,51.794498,-0.659620,HP23 5SH,Socket 2,0
1610,51.751202,-0.474840,HP1 1EF,Socket 1,2
1610,51.751202,-0.474840,HP1 1EF,Socket 2,2
1608,51.755699,-0.332363,AL1 3SF,Socket 1,0
1608,51.755699,-0.332363,AL1 3SF,Socket 2,1
1568,51.660606,-0.404102,WD17 3EX,Socket 1,0
1568,51.660606,-0.404102,WD17 3EX,Socket 2,0
